,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Categoría
110,18,CAQUETÁ,18756,SOLANO,2039.85,1067.0,1146.0,516.0,1015.0,808.0,1253.0,992.0,743.0,567.0,842.0,876.0,933.0,1269.0,1285.05,1577.25,763.8,825.37,447.44,281.16,713.34,1168.69,Cultivo permanente
111,18,CAQUETÁ,18785,SOLITA,757.91,380.0,769.0,309.0,103.0,214.0,195.0,64.0,121.0,78.0,23.0,30.0,29.0,26.0,31.56,34.58,42.15,55.15,8.75,5.23,8.52,41.76,Cultivo permanente
112,18,CAQUETÁ,18860,VALPARAÍSO,832.48,292.0,690.0,1094.0,182.0,236.0,291.0,62.0,123.0,95.0,99.0,69.0,106.0,82.0,92.37,143.47,182.53,231.95,51.73,27.57,175.16,331.7,Cultivo permanente
113,19,CAUCA,19022,ALMAGUER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
114,19,CAUCA,19050,ARGELIA,206.34,218.0,93.0,65.0,153.0,161.0,637.0,483.0,300.0,296.0,200.0,470.0,121.0,1328.0,959.73,1754.51,1956.52,2369.96,2351.45,2549.58,2849.97,3085.97,Cultivo permanente
115,19,CAUCA,19075,BALBOA,19.0,0.0,94.0,23.0,24.0,91.0,192.0,15.0,49.0,77.0,62.0,43.0,24.0,80.0,223.8,112.27,82.33,198.37,321.43,293.98,561.5,499.9,Cultivo permanente
116,19,CAUCA,19100,BOLÍVAR,0.0,0.0,0.69,0.0,3.0,21.0,14.0,4.0,108.0,142.0,16.0,20.0,1.0,24.0,48.98,51.71,85.31,15.9,4.19,9.58,194.88,78.68,Cultivo permanente
117,19,CAUCA,19110,BUENOS AIRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,16.0,27.0,2.2,64.54,125.74,442.79,507.22,930.43,794.28,Cultivo intermintente
118,19,CAUCA,19130,CAJIBÍO,30.48,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,15.0,68.95,132.45,407.19,323.07,355.09,235.23,325.62,364.41,Cultivo intermintente
119,19,CAUCA,19137,CALDONO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.11,76.36,Cultivo emergente
120,19,CAUCA,19142,CALOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,26.26,0.0,1.6,18.45,9.97,8.06,7.58,Cultivo intermintente
121,19,CAUCA,19212,CORINTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,38.91,0.0,10.54,10.88,8.48,11.34,8.46,Cultivo intermintente
122,19,CAUCA,19256,EL TAMBO,1303.03,698.0,187.0,203.0,629.0,307.0,803.0,1240.0,1284.0,1560.0,1514.0,1876.0,1297.0,2522.0,3468.18,5300.28,6661.01,7242.99,7102.46,7483.6,8737.35,9223.56,Cultivo permanente
123,19,CAUCA,19290,FLORENCIA,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
124,19,CAUCA,19318,GUAPI,55.42,102.0,146.0,374.0,489.0,121.0,414.0,1434.0,1368.0,1022.0,984.0,396.0,182.0,191.0,256.88,525.78,720.88,678.57,634.89,594.68,1825.15,1558.85,Cultivo permanente
125,19,CAUCA,19364,JAMBALÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96,39.14,60.52,35.86,Cultivo emergente
126,19,CAUCA,19392,LA SIERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
127,19,CAUCA,19397,LA VEGA,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
128,19,CAUCA,19418,LÓPEZ,57.97,97.0,15.0,59.0,63.0,79.0,273.0,476.0,921.0,791.0,1040.0,341.0,548.0,686.0,867.22,941.41,1467.97,1319.76,1308.33,1085.09,1774.56,1656.51,Cultivo permanente
129,19,CAUCA,19450,MERCADERES,0.0,0.0,2.97,0.0,0.0,31.0,8.0,0.0,75.0,137.0,420.0,17.0,21.0,120.0,95.06,140.7,126.54,25.14,0.0,0.0,45.46,25.3,Cultivo intermintente
130,19,CAUCA,19455,MIRANDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,5.98,0.0,2.27,58.69,34.51,38.46,30.87,Cultivo intermintente
131,19,CAUCA,19473,MORALES,101.98,0.0,0.0,0.0,9.0,10.0,118.0,29.0,32.0,55.0,32.0,76.0,17.0,70.0,155.25,166.89,340.32,309.79,361.67,393.41,648.76,783.82,Cultivo permanente
132,19,CAUCA,19532,PATÍA  ,0.0,0.0,0.0,0.0,6.0,83.0,48.0,105.0,109.0,82.0,51.0,58.0,76.0,97.0,203.53,327.96,350.34,405.01,376.95,485.32,865.86,1110.25,Cultivo permanente
133,19,CAUCA,19533,PIAMONTE,899.15,818.0,651.0,281.0,517.0,594.0,669.0,523.0,165.0,131.0,253.0,516.0,461.0,602.0,1166.89,1458.49,1780.44,1997.22,1905.07,867.1,1550.09,2771.18,Cultivo permanente
134,19,CAUCA,19548,PIENDAMÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58,12.49,Cultivo emergente
135,19,CAUCA,19622,ROSAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,3.89,0.0,0.0,10.92,12.82,Cultivo intermintente
136,19,CAUCA,19701,SANTA ROSA,0.0,3.0,0.36,0.0,229.0,135.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.85,0.0,0.0,68.66,Cultivo intermintente
137,19,CAUCA,19698,SANTANDER DE QUILICHAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,356.05,166.01,Cultivo emergente
138,19,CAUCA,19760,SOTARÁ ,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
139,19,CAUCA,19780,SUÁREZ,2.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,4.0,1.0,0.0,0.0,1.0,49.0,139.65,170.45,267.19,383.53,501.67,668.49,804.74,923.52,Cultivo permanente
140,19,CAUCA,19785,SUCRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,15.57,18.67,13.5,6.8,4.0,8.49,46.19,28.21,Cultivo permanente
141,19,CAUCA,19807,TIMBÍO,40.92,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,Cultivo intermintente
142,19,CAUCA,19809,TIMBIQUÍ,188.68,185.0,253.0,260.31,579.0,453.0,960.0,1050.0,1698.0,1581.0,1494.0,507.0,572.0,572.0,907.47,1405.67,1633.45,1696.92,1464.04,1263.01,3376.08,2896.79,Cultivo permanente
143,19,CAUCA,19821,TORIBÍO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,14.85,0.0,0.0,9.97,1.49,2.41,1.03,Cultivo intermintente
144,20,CESAR,20178,CHIRIGUANÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
145,20,CESAR,20310,GONZÁLEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,16.22,6.58,7.78,7.1,23.55,28.51,9.29,7.68,Cultivo permanente
146,20,CESAR,20517,PAILITAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
147,20,CESAR,20710,SAN ALBERTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,15.47,17.25,10.72,13.79,6.28,1.97,0.0,0.0,Cultivo intermintente
148,20,CESAR,20770,SAN MARTÍN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.58,2.57,3.42,10.21,8.33,1.74,1.32,0.0,Cultivo intermintente
149,27,CHOCÓ,27006,ACANDÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,4.0,3.34,2.2,8.96,4.47,4.76,1.69,1.29,6.34,Cultivo permanente
150,27,CHOCÓ,27025,ALTO BAUDÓ ,0.0,0.0,45.0,12.0,104.0,7.0,259.0,391.0,159.0,489.0,196.0,268.0,105.0,135.0,47.87,57.97,39.17,21.62,38.75,34.09,115.75,173.93,Cultivo permanente
151,27,CHOCÓ,27050,ATRATO ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,Cultivo intermintente
152,27,CHOCÓ,27075,BAHÍA SOLANO ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
153,27,CHOCÓ,27077,BAJO BAUDÓ  ,0.0,0.0,177.0,78.0,332.0,82.0,353.0,1114.0,147.0,341.0,248.0,562.0,145.0,218.0,131.16,138.22,79.75,53.69,21.53,16.38,91.51,101.64,Cultivo permanente
154,27,CHOCÓ,27099,BOJAYÁ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
155,27,CHOCÓ,27150,CARMEN DEL DARIÉN  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,76.0,23.0,48.14,98.28,159.99,153.39,232.42,192.67,778.94,702.58,Cultivo permanente
156,27,CHOCÓ,27205,CONDOTO,0.0,0.0,0.0,1.0,3.0,0.0,6.0,55.0,13.0,33.0,59.0,10.0,7.0,10.0,20.57,3.36,13.53,11.43,11.23,7.88,20.92,10.26,Cultivo permanente
157,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,0.0,0.0,1.35,12.0,48.0,0.0,25.0,52.0,63.0,133.0,68.0,58.0,29.0,50.0,47.82,34.76,11.73,5.51,0.0,0.0,19.22,22.04,Cultivo intermintente
158,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,0.0,0.0,0.0,1.26,1.98,3.0,11.0,102.0,24.0,60.0,36.0,144.0,67.0,120.0,37.98,98.35,184.52,138.36,59.41,50.94,63.54,81.93,Cultivo permanente
159,27,CHOCÓ,27361,ISTMINA,0.0,0.0,57.0,36.0,196.0,210.0,205.0,425.0,497.0,847.0,684.0,760.0,369.0,517.0,303.11,476.71,743.05,577.36,228.85,200.15,462.79,311.83,Cultivo permanente
160,27,CHOCÓ,27372,JURADÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
161,27,CHOCÓ,27413,LLORÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,4.16,13.54,7.96,Cultivo intermintente
162,27,CHOCÓ,27425,MEDIO ATRATO ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
163,27,CHOCÓ,27430,MEDIO BAUDÓ ,0.0,0.0,4.23,11.0,68.0,24.0,77.0,228.0,254.0,333.0,352.0,606.0,177.0,231.0,134.81,68.85,64.52,43.42,36.61,39.79,161.45,170.15,Cultivo permanente
164,27,CHOCÓ,27450,MEDIO SAN JUAN ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,192.0,153.0,304.9,136.34,305.05,224.96,81.23,82.53,249.03,218.32,Cultivo permanente
165,27,CHOCÓ,27491,NÓVITA,0.0,0.0,93.0,30.0,90.0,237.0,76.0,215.0,190.0,249.0,464.0,165.0,91.0,53.0,78.94,75.26,162.33,130.29,69.32,61.85,143.69,133.92,Cultivo permanente
166,27,CHOCÓ,27495,NUQUÍ,0.0,0.0,0.0,2.0,5.0,2.0,8.0,23.0,19.0,13.0,12.0,33.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
167,27,CHOCÓ,27001,QUIBDÓ,0.0,0.0,0.0,0.0,2.97,3.0,3.0,7.0,42.0,26.0,14.0,25.0,11.0,2.0,5.76,3.75,7.16,3.52,5.07,12.59,26.06,27.05,Cultivo permanente
168,27,CHOCÓ,27580,RÍO IRÓ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,14.05,7.9,27.68,16.33,6.48,9.86,26.31,16.46,Cultivo permanente
169,27,CHOCÓ,27600,RÍO QUITO ,0.0,0.0,0.0,9.0,21.0,0.0,22.0,9.0,0.0,30.0,16.0,16.0,3.0,3.0,2.59,0.0,0.0,0.0,0.0,0.0,10.51,3.43,Cultivo intermintente
170,27,CHOCÓ,27615,RIOSUCIO,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,243.0,86.0,196.0,130.0,40.0,90.7,35.75,113.87,104.01,148.83,155.65,1036.14,1055.78,Cultivo permanente
171,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,0.0,0.0,0.0,0.0,0.0,0.0,7.0,94.0,57.0,107.0,104.0,43.0,92.0,47.0,44.43,323.42,392.52,391.55,180.85,253.79,1040.35,1614.01,Cultivo permanente
172,27,CHOCÓ,27745,SIPÍ,0.0,0.0,76.0,127.0,150.0,248.0,28.0,74.0,122.0,191.0,130.0,125.0,106.0,99.0,91.25,217.9,258.0,246.96,110.08,168.38,382.06,470.09,Cultivo permanente
173,27,CHOCÓ,27787,TADÓ,0.0,0.0,0.0,2.0,1.53,0.0,0.0,5.0,0.0,0.0,4.0,3.0,2.0,3.0,5.51,3.16,2.71,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
174,27,CHOCÓ,27800,UNGUÍA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6.0,4.0,31.0,14.0,75.87,20.66,34.68,28.26,12.67,175.24,417.48,425.3,Cultivo permanente
175,27,CHOCÓ,27810,UNIÓN PANAMERICANA ,0.0,0.0,0.0,2.07,1.41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
176,23,CÓRDOBA,23350,LA APARTADA,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
177,23,CÓRDOBA,23466,MONTELÍBANO,40.55,66.0,232.66,428.0,1021.0,376.0,360.0,621.0,681.0,835.0,240.0,224.0,43.0,77.0,186.65,573.86,1181.13,974.04,540.63,762.04,1143.27,1054.73,Cultivo permanente
178,23,CÓRDOBA,23580,PUERTO LIBERTADOR,270.78,141.0,193.0,339.0,978.0,447.0,1084.0,464.0,728.0,579.0,243.0,214.0,36.0,64.0,207.45,570.62,1412.22,1013.93,855.85,1148.96,1374.26,1318.84,Cultivo permanente
179,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,13.0,42.0,97.97,231.94,552.7,441.7,340.85,514.16,575.76,520.37,Cultivo permanente
180,23,CÓRDOBA,23807,TIERRALTA,322.01,178.0,399.0,669.0,1124.0,389.0,414.0,624.0,1360.0,2474.0,604.0,509.0,341.0,376.0,858.62,1290.07,1629.68,2201.26,1140.24,1319.84,2379.48,3451.51,Cultivo permanente
181,23,CÓRDOBA,23855,VALENCIA,0.0,0.0,13.04,99.0,13.0,4.0,0.0,1.0,12.0,1.0,1.0,0.0,6.0,1.0,12.31,1.8,4.71,5.48,4.29,3.82,7.65,18.34,Cultivo permanente
182,25,CUNDINAMARCA,25148,CAPARRAPÍ,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
183,25,CUNDINAMARCA,25518,PAIME,0.0,0.0,12.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
184,25,CUNDINAMARCA,25823,TOPAIPÍ,0.0,0.0,5.94,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
185,25,CUNDINAMARCA,25885,YACOPÍ,1.62,57.0,39.0,60.0,56.0,113.0,124.0,12.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
186,94,GUAINÍA,94343,BARRANCO MINA ,363.81,232.0,405.0,342.0,396.0,362.0,308.0,155.0,275.0,122.0,89.0,67.0,30.0,11.0,4.34,2.28,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
187,94,GUAINÍA,94001,INIRIDA,276.0,247.0,137.0,134.0,182.0,186.0,150.0,187.0,114.0,147.0,135.0,105.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
188,94,GUAINÍA,94663,MAPIRIPANA ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.0,28.0,16.71,3.46,3.72,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
189,94,GUAINÍA,94888,MORICHAL  ,221.0,114.0,162.0,185.0,117.0,164.0,102.0,117.0,77.0,93.0,66.0,62.0,4.0,3.0,15.68,15.87,26.82,41.22,22.27,19.15,48.69,36.92,Cultivo permanente
190,94,GUAINÍA,94887,PANÁ PANÁ  ,68.0,38.0,7.0,43.0,38.0,27.0,28.0,40.0,30.0,29.0,28.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
191,94,GUAINÍA,94884,PUERTO COLOMBIA ,191.0,117.0,15.0,17.28,19.0,14.0,35.0,126.0,42.0,55.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
192,95,GUAVIARE,95015,CALAMAR,4966.03,4297.0,2172.0,1186.0,1175.0,1497.0,1147.0,808.0,721.0,546.0,862.0,458.0,399.0,614.0,455.19,542.29,416.39,241.84,144.52,189.29,202.59,190.3,Cultivo permanente
193,95,GUAVIARE,95025,EL RETORNO,4230.99,4458.0,5070.0,3183.0,2648.0,2799.0,3272.0,2415.0,2371.0,1732.0,1701.0,1028.0,1314.0,1600.0,1615.35,2191.55,1405.66,1545.09,1194.71,1265.32,1648.79,2191.86,Cultivo permanente
194,95,GUAVIARE,95200,MIRAFLORES,11777.05,14606.0,2248.0,1646.0,1704.0,1382.0,1699.0,1263.0,2325.0,1719.0,2590.0,1391.0,1780.0,1922.0,1851.54,2297.16,1699.29,1378.4,1021.83,1060.44,1297.25,1115.97,Cultivo permanente
195,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,3089.5,4019.0,6673.0,3755.0,3131.0,3799.0,3181.0,2143.0,2907.0,1704.0,1686.0,973.0,1232.0,1522.0,1501.04,1806.99,1401.33,1174.63,757.79,711.6,1286.59,1436.58,Cultivo permanente
196,44,LA GUAJIRA,44090,DIBULLA,193.71,349.0,275.31,556.0,327.0,166.0,87.0,160.0,163.0,132.0,16.0,10.0,6.0,0.0,0.0,0.0,1.69,1.61,0.0,0.0,0.0,0.0,Cultivo intermintente
197,44,LA GUAJIRA,44001,RIOHACHA,0.0,5.0,0.21,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
198,47,MAGDALENA,47053,ARACATACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,13.0,6.0,1.0,1.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
199,47,MAGDALENA,47189,CIÉNAGA,11.67,1.0,45.13,6.0,0.0,13.0,1.0,23.0,4.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
200,47,MAGDALENA,47288,FUNDACIÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
201,47,MAGDALENA,47001,SANTA MARTA ,438.58,643.0,439.0,700.0,213.0,258.0,277.0,368.0,111.0,65.0,30.0,28.0,35.0,8.0,4.72,34.93,7.88,12.45,6.88,2.07,2.49,3.0,Cultivo permanente
202,50,META,50350,LA MACARENA,4203.06,2084.0,1033.0,1422.0,660.0,574.0,565.0,218.0,189.0,186.0,151.0,228.0,307.0,1431.0,1333.11,1635.22,1647.55,560.18,177.89,53.85,73.8,77.0,Cultivo permanente
203,50,META,50400,LEJANÍAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
204,50,META,50325,MAPIRIPÁN,1805.41,2141.0,5368.0,2657.0,2658.0,3311.0,2230.0,2180.0,2123.0,1144.0,1109.0,144.0,437.0,180.0,235.28,338.43,315.66,231.86,134.8,130.45,284.57,445.79,Cultivo permanente
205,50,META,50330,MESETAS,533.66,619.0,533.0,262.0,143.0,67.0,56.0,62.0,19.0,7.0,0.0,29.0,37.0,79.0,78.5,104.19,86.72,45.15,0.0,0.0,0.0,0.0,Cultivo intermintente
206,50,META,50450,PUERTO CONCORDIA,147.16,299.0,769.0,943.0,363.0,439.0,182.0,75.0,82.0,76.0,91.0,70.0,49.0,82.0,50.25,63.87,77.84,35.02,18.99,14.02,14.21,30.87,Cultivo permanente
207,50,META,50568,PUERTO GAITÁN,111.41,147.0,641.0,1518.0,168.0,214.0,231.0,386.0,212.0,181.0,122.0,86.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
208,50,META,50577,PUERTO LLERAS,45.78,102.0,171.0,1261.0,1511.0,578.0,494.0,134.0,30.0,13.0,20.0,31.0,14.0,8.0,13.35,27.39,24.15,9.32,0.0,0.0,0.0,0.0,Cultivo intermintente
209,50,META,50573,PUERTO LÓPEZ,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
210,50,META,50590,PUERTO RICO,1701.2,2426.0,2437.0,6393.0,7040.0,3519.0,2658.0,938.0,860.0,757.0,883.0,1064.0,1101.0,1616.0,1619.74,1592.76,1773.19,1081.9,616.78,578.94,745.97,748.34,Cultivo permanente
211,50,META,50683,SAN JUAN DE ARAMA,35.26,17.0,17.02,18.0,49.0,17.0,116.0,39.0,27.0,87.0,48.0,29.0,91.0,121.0,155.83,48.4,70.28,46.09,24.3,19.49,15.7,17.69,Cultivo permanente
212,50,META,50689,SAN MARTÍN,0.0,3.0,7.1,161.0,8.0,23.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
213,50,META,50370,URIBE,880.21,452.0,481.0,632.0,264.0,32.0,61.0,6.0,8.0,36.0,72.0,110.0,49.0,182.0,162.77,202.29,108.77,78.44,4.62,10.84,0.0,0.0,Cultivo intermintente
214,50,META,50711,VISTAHERMOSA,1283.23,929.0,1357.0,3473.0,4441.0,2289.0,3792.0,1487.0,745.0,521.0,524.0,908.0,806.0,1337.0,1353.19,1451.32,1473.05,856.63,488.19,427.27,505.57,513.93,Cultivo permanente
215,52,NARIÑO,52036,ANCUYA,0.0,0.0,0.0,0.0,43.0,0.0,17.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0,24.25,45.6,24.63,16.31,14.89,56.07,57.73,Cultivo intermintente
216,52,NARIÑO,52079,BARBACOAS,713.7,2187.0,2767.0,1469.0,1920.0,1460.0,1586.0,3080.0,2928.0,3433.0,3193.0,1815.0,1511.0,1330.0,2453.49,3359.37,4590.5,3516.29,3138.09,2569.39,3463.17,3773.06,Cultivo permanente
217,52,NARIÑO,52110,BUESACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
218,52,NARIÑO,52207,CONSACÁ,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
219,52,NARIÑO,52210,CONTADERO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
220,52,NARIÑO,52215,CÓRDOBA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
221,52,NARIÑO,52227,CUMBAL,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
222,52,NARIÑO,52233,CUMBITARA,3.0,140.0,301.0,127.2,329.0,483.0,452.0,250.0,451.0,221.0,194.0,97.0,115.0,107.0,209.49,527.3,666.8,778.23,684.38,504.04,1387.76,1211.68,Cultivo permanente
